kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
13,2,11,0,5,1.65075133374235,0,1.65075133374235
13,3,10,0,5,1.65075133374235,0,1.65075133374235
13,4,9,1,4,1.24839079551871,0,1.24839079551871
13,5,8,1,4,1.24839079551871,0,1.24839079551871
13,6,7,1,3,0.863760544631394,0,0.863760544631394
13,7,6,1,3,0.863760544631394,0,0.863760544631394
13,8,5,2,2,0.539237315876634,0.104965717735598,0.434271598141036
13,9,4,2,2,0.539237315876634,0.104965717735598,0.434271598141036
13,10,3,2,1,0.217812248956349,0.104965717735598,0.112846531220752
13,11,2,2,1,0.217812248956349,0.104965717735598,0.112846531220752
13,12,1,3,0,0.437841411086494,0.437841411086494,0
13,13,0,3,0,0.437841411086494,0.437841411086494,0
14,0,14,0,7,2.51924949209035,0,2.51924949209035
14,1,13,0,6,2.09119609319971,0,2.09119609319971
14,2,12,0,6,2.09119609319971,0,2.09119609319971
14,3,11,0,5,1.65075133374235,0,1.65075133374235
14,4,10,1,5,1.65075133374235,0,1.65075133374235
14,5,9,1,4,1.24839079551871,0,1.24839079551871
14,6,8,1,4,1.24839079551871,0,1.24839079551871
14,7,7,1,3,0.863760544631394,0,0.863760544631394
14,8,6,2,3,0.968726262366991,0.104965717735598,0.863760544631394
14,9,5,2,2,0.539237315876634,0.104965717735598,0.434271598141036
14,10,4,2,2,0.539237315876634,0.104965717735598,0.434271598141036
14,11,3,2,1,0.217812248956349,0.104965717735598,0.112846531220752
14,12,2,3,1,0.550687942307245,0.437841411086494,0.112846531220752
14,13,1,3,0,0.437841411086494,0.437841411086494,0
14,14,0,3,0,0.437841411086494,0.437841411086494,0
15,0,15,0,7,2.51924949209035,0,2.51924949209035
15,1,14,0,7,2.51924949209035,0,2.51924949209035
15,2,13,0,6,2.09119609319971,0,2.09119609319971
15,3,12,0,6,2.09119609319971,0,2.09119609319971
15,4,11,1,5,1.65075133374235,0,1.65075133374235
15,5,10,1,5,1.65075133374235,0,1.65075133374235
15,6,9,1,4,1.24839079551871,0,1.24839079551871
15,7,8,1,4,1.24839079551871,0,1.24839079551871
15,8,7,2,3,0.968726262366991,0.104965717735598,0.863760544631394
15,9,6,2,3,0.968726262366991,0.104965717735598,0.863760544631394
