kSW,kGHZ,kBell,kA,kD,rateSum,rateGHZ,rateBell
12,11,1,3,0,0.729984568755643,0.729984568755643,0
12,12,0,4,0,1.13310165722302,1.13310165722302,0
13,0,13,0,6,2.09233464067478,0,2.09233464067478
13,1,12,0,6,2.09233464067478,0,2.09233464067478
13,2,11,0,5,1.65016088744874,0,1.65016088744874
13,3,10,1,5,1.65016088744874,0,1.65016088744874
13,4,9,1,4,1.24857525579314,0,1.24857525579314
13,5,8,1,4,1.24857525579314,0,1.24857525579314
13,6,7,2,3,1.27615912308075,0.412960517107589,0.863198605973166
13,7,6,2,3,1.27615912308075,0.412960517107589,0.863198605973166
13,8,5,2,2,0.848705941517967,0.412960517107589,0.435745424410378
13,9,4,3,2,1.16572999316602,0.729984568755643,0.435745424410378
13,10,3,3,1,0.843110332224486,0.729984568755643,0.113125763468843
13,11,2,3,1,0.843110332224486,0.729984568755643,0.113125763468843
13,12,1,4,0,1.13310165722302,1.13310165722302,0
13,13,0,4,0,1.13310165722302,1.13310165722302,0
14,0,14,0,7,2.51879985387614,0,2.51879985387614
14,1,13,0,6,2.09233464067478,0,2.09233464067478
14,2,12,0,6,2.09233464067478,0,2.09233464067478
14,3,11,1,5,1.65016088744874,0,1.65016088744874
14,4,10,1,5,1.65016088744874,0,1.65016088744874
14,5,9,1,4,1.24857525579314,0,1.24857525579314
14,6,8,2,4,1.66153577290073,0.412960517107589,1.24857525579314
14,7,7,2,3,1.27615912308075,0.412960517107589,0.863198605973166
14,8,6,2,3,1.27615912308075,0.412960517107589,0.863198605973166
14,9,5,3,2,1.16572999316602,0.729984568755643,0.435745424410378
14,10,4,3,2,1.16572999316602,0.729984568755643,0.435745424410378
14,11,3,3,1,0.843110332224486,0.729984568755643,0.113125763468843
14,12,2,4,1,1.24622742069187,1.13310165722302,0.113125763468843
14,13,1,4,0,1.13310165722302,1.13310165722302,0
14,14,0,4,0,1.13310165722302,1.13310165722302,0
15,0,15,0,7,2.51879985387614,0,2.51879985387614
15,1,14,0,7,2.51879985387614,0,2.51879985387614
15,2,13,0,6,2.09233464067478,0,2.09233464067478
15,3,12,1,6,2.09233464067478,0,2.09233464067478
15,4,11,1,5,1.65016088744874,0,1.65016088744874
15,5,10,1,5,1.65016088744874,0,1.65016088744874
